,adress
81832,"Московская область, городской округ Истра, Дедовск, улица Космонавта Комарова, 4"
81845,"Московская область, Электросталь, улица Карла Маркса, 43/1"
81853,"Московская область, Подольск, улица Кирова, 50А"
81877,"Московская область, Воскресенск, микрорайон Колыберево, улица Дзержинского, 32"
81896,"Московская область, Наро-Фоминск, улица Парк Воровского, 14"
81898,"Московская область, Домодедово, микрорайон Центральный, Привокзальная площадь, 2"
81901,"Московская область, Лосино-Петровский, улица Гоголя, 14"
81914,"Московская область, Раменский район, рабочий посёлок Быково, Праволинейная улица, 1"
81960,"Московская область, Сергиев Посад, Новоугличское шоссе, 74"
81961,"Московская область, городской округ Лосино-Петровский, СНТ Орловка"
81970,"Московская область, Электросталь, улица Загонова, 13А"
81971,"Московская область, Носовихинское шоссе, 113"
81978,"Московская область, городской округ Люберцы, рабочий посёлок Малаховка, Южная улица, 3А"
81988,"Московская область, Долгопрудный, Спортивная улица, 13"
82003,"Московская область, городской округ Серпухов, деревня Большое Грызлово, Солнечная улица"
82042,"Московская область, Богородский городской округ, Ногинск, Рабочая улица, 52"
82050,"Московская область, Пушкино, улица Чехова, 40"
82059,"Московская область, Электросталь, улица Ялагина, 22"
82084,"Московская область, Подольск, микрорайон Кузнечики, бульвар 65-летия Победы, 8, корп. 1"
82113,"Московская область, Орехово-Зуевский городской округ, Куровское, Почтовая улица, 6"
82117,"Московская область, Кашира, Стрелецкая улица, 70Б"
82131,"Московская область, Красногорск, Речная улица, 20, корп. 2"
82135,"Московская область, Богородский городской округ, село Бисерово, Центральная улица, 14А"
82158,"Московская область, Реутов, МКАД, 2-й километр, вл1"
82163,"Московская область, Красногорск, бульвар Строителей, 4, корп. 1"
82165,"Московская область, городской округ Мытищи, деревня Высоково, Центральная улица, 31"
82179,"Московская область, 46Н-05493"
82188,"Московская область, Орехово-Зуевский городской округ, Ликино-Дулёво, 6-й проезд 1905 года, 1"
82190,"Московская область, Ленинский городской округ, Видное, Донбасская улица, 2, стр. 1"
82193,"Московская область, Балашиха, микрорайон Ольгино, Граничная улица, 36"
82205,"Московская область, Коломна, Гражданская улица, 10"
82212,"Московская область, Черноголовка, Центральная улица, 2Б"
82213,"Московская область, городской округ Люберцы, Быковское шоссе, 15/2"
82218,"Московская область, городской округ Пушкинский, дачный посёлок Зеленоградский, Шоссейная улица, 12"
82239,"Московская область, городской округ Пушкинский, село Софрино"
82241,"Московская область, Красногорск, Павшинский бульвар, 18"
82248,"Московская область, городской округ Истра, деревня Садки"
82258,"Московская область, Красногорск, Спасская улица, 1, корп. 1"
82262,"Московская область, Шатура, Московская улица, 41"
82266,"Московская область, Химки, Юбилейный проспект, 67Б"
82270,"Московская область, городской округ Люберцы, рабочий посёлок Томилино, Новорязанское шоссе, 23-й километр, 17"
82285,"Московская область, городской округ Пушкинский, Красноармейск, улица Академика Янгеля, 33"
82296,"Московская область, Коломна, улица Октябрьской Революции, 215"
82302,"Московская область, Раменский городской округ, село Быково, Колхозная улица, 18Б"
82303,"Московская область, городской округ Люберцы, рабочий посёлок Томилино, улица Гоголя, 30"
82304,"Московская область, городской округ Балашиха, Щёлковское шоссе, 25-й километр, 1"
82339,"Московская область, городской округ Чехов, посёлок Любучаны"
82341,"Московская область, Подольск, Революционный проспект, 29/7"
82342,"Московская область, Фрязино, Октябрьская улица, 9"
82346,"Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 17/7"
82388,"Московская область, Дмитровский городской округ, деревня Очево"
82397,"Московская область, городской округ Пушкинский, Ивантеевка, улица Новая Слобода, 4"
82412,"Московская область, Балашиха, микрорайон Кучино, Речная улица, 46"
82416,"Московская область, городской округ Щёлково, Щёлковское шоссе, 30-й километр"
82418,"Московская область, Одинцовский городской округ, Звенигород, Академический проезд, вл1"
82420,"Московская область, Фрязино, Окружной проезд, 1А"
82424,"Московская область, Серпухов, улица Пушкина, 13"
82428,"Московская область, Домодедово, микрорайон Барыбино, Привокзальная площадь, 4"
82435,"Московская область, Долгопрудный, Лихачёвский проезд, 10"
82451,"Московская область, Одинцовский городской округ, Звенигород, Радужная улица, 14"
82452,"Московская область, Раменский городской округ, деревня Дергаево, Октябрьская улица, 71Б"
82493,"Московская область, городской округ Серпухов, посёлок Большевик, улица Ленина, 10"
82499,"Московская область, Долгопрудный, Лихачёвский проезд, 28, стр. 1"
82505,"Московская область, Мытищи, улица Борисовка, с16Б"
82508,"Московская область, Красногорск, улица Ленина, 3"
82515,"Московская область, Лобня, Заречная улица, 22Б"
82542,"Московская область, Одинцово, улица Говорова, 18/1"
82555,"Московская область, городской округ Мытищи, деревня Капустино, Дмитровское шоссе"
82569,"Московская область, Королёв, Пионерская улица, 15, корп. 2"
82580,"Московская область, Котельники, Новорязанское шоссе, 3"
82600,"Московская область, Наро-Фоминск, микрорайон Южный, улица Ленина, 28"
82629,"Московская область, городской округ Солнечногорск, деревня Тимоново, квартал комплексной застройки Тимоново, Подмосковная улица, 5, стр. 1"
82658,"Московская область, Щёлково, Пролетарский проспект, 20"
82687,"Московская область, Балашиха, Парковая улица, 4А"
82719,"Московская область, Подольск, Мраморная улица, 2А/13"
82727,"Московская область, городской округ Мытищи, деревня Красная Горка, вл9"
82738,"Московская область, Балашиха, улица Свердлова, 38"
82746,"Московская область, Балашиха, улица Объединения, 9/28"
82747,"Московская область, Павловский Посад, улица Тимирязева, 2/2"
82754,"Московская область, городской округ Истра, посёлок Глебовский, Октябрьская улица, 71А"
82784,"Московская область, Одинцово, Интернациональная улица, 1А"
82801,"Московская область, Химки, Коммунистическая улица, 4"
82808,"Московская область, Фрязино, улица 60 лет СССР, 3"
82817,"Московская область, Одинцовский район, сельское поселение Барвихинское, деревня Раздоры, Рублёво-Успенское шоссе, 1-й километр, 1А"
82824,"Московская область, городской округ Красногорск, деревня Путилково, МКАД, 71-й километр, с16А"
82831,"Московская область, городской округ Солнечногорск, деревня Есипово, 19/2"
82839,"Московская область, Наро-Фоминский городской округ, рабочий посёлок Селятино, Промышленная улица, 81"
82871,"Московская область, Щёлково, улица Пушкина, 10"
82891,"Московская область, городской округ Балашиха, Кучинское шоссе, вл2с4"
82916,"Московская область, Одинцовский городской округ, рабочий посёлок Новоивановское, 29"
82932,"Московская область, Люберцы, Октябрьский проспект, 7Б"
82934,"Московская область, Ленинский городской округ, рабочий посёлок Бутово, жилой комплекс Бутово Парк, 18"
82945,"Московская область, Балашиха, проспект Ленина, 21"
82953,"Московская область, Люберцы, Комсомольский проспект, 17, корп. 1"
82962,"Московская область, Наро-Фоминский городской округ, Апрелевка, Апрелевская улица, 65, корп. 6"
82994,"Московская область, Подольск, Большая Зелёновская улица, 50"
83009,"Московская область, Одинцовский район, городское поселение Одинцово"
83020,"Московская область, Егорьевск, улица Энгельса, 26"
83040,"Московская область, Красногорск, улица Карбышева, 20"
83042,"Московская область, Ленинский городской округ, Видное, Завидная улица, 7"
83054,"Московская область, Одинцово, улица Маршала Неделина, 7А"
83065,"Московская область, Балашиха, микрорайон Авиаторов, Лётная улица, 1"
83070,"Московская область, Химки, улица Кирова, 10к1"
83079,"Московская область, городской округ Подольск, деревня Федюково, улица Строителей, 1Б"
83085,"Московская область, Подольск, улица Давыдова, 14"
83107,"Московская область, Ленинский городской округ, рабочий посёлок Бутово, жилой комплекс Бутово Парк, 18, корп. 1"
83114,"Московская область, городской округ Красногорск, Пятницкое шоссе, 6-й километр, 3А"
83115,"Московская область, Балашиха, Западная коммунальная зона, шоссе Энтузиастов, 9"
83116,"Московская область, Химки, микрорайон Новогорск, Заречная улица, вл8"
83149,"Московская область, городской округ Люберцы, рабочий посёлок Томилино, Егорьевское шоссе, 4-й километр, 1"
83158,"Московская область, Наро-Фоминский городской округ, Апрелевка, Киевское шоссе"
83165,"Московская область, Воскресенск, микрорайон Новлянский, улица Энгельса, 4"
83172,"Московская область, Дмитровский городской округ, посёлок фабрики Первое Мая"
83187,"Московская область, Павловский Посад, улица 1 Мая, 109"
83189,"Московская область, Орехово-Зуево, улица Володарского, 5"
83193,"Московская область, Клин, улица Карла Маркса, 35"
83211,"Московская область, городской округ Щёлково, рабочий посёлок Монино, Южная улица, 5А"
83212,"Московская область, Истра, улица Ленина, 65"
83245,"Московская область, Балашиха, Реутовская улица, 12"
83274,"Московская область, Дмитровский городской округ, посёлок Новосиньково, 43А"
83301,"Московская область, Красногорск, Пионерская улица, 17А"
83313,"Московская область, Реутов, Советская улица, 18"
83321,"Московская область, Реутов, улица Октября, 18"
83339,"Московская область, Жуковский, улица Маяковского, 14"
83342,"Московская область, Балашиха, микрорайон Саввино, улица Народного Ополчения, 2"
83344,"Московская область, Павловский Посад, улица Тихонова, 84"
83365,"Московская область, Чехов, улица Гагарина, 12"
83385,"Московская область, Балашиха, микрорайон Железнодорожный, Интернациональная улица, 20А"
83388,"Московская область, городской округ Солнечногорск, дачный посёлок Поварово, Ленинградская улица, 10"
83390,"Московская область, Химки, микрорайон Клязьма-Старбеево, квартал Международный, Покровская улица, 42"
83398,"Московская область, Ленинский городской округ, рабочий посёлок Дрожжино, Новое шоссе, 13"
83400,"Московская область, Раменский городской округ"
83438,"Московская область, Красногорск, улица Карбышева, 5А"
83457,"Московская область, городской округ Мытищи, посёлок Вёшки, Заводская улица, с16"
83466,"Московская область, Домодедово, улица 25 лет Октября, 18"
83467,"Московская область, Химки, улица 9 Мая, 21к1"
83475,"Московская область, Красногорск, микрорайон Опалиха, улица Пришвина, 9"
83476,"Московская область, Долгопрудный, улица Якова Гунина, 1, стр. 2"
83477,"Московская область, Раменский городской округ, дачный посёлок Удельная"
83488,"Московская область, городской округ Красногорск, деревня Глухово, Центральная улица, 46"
83494,"Московская область, Красногорск, Парковая улица, 8А"
83497,"Московская область, Одинцовский городской округ, пансионат Поляны, 5"
83534,"Московская область, Павлово-Посадский городской округ, деревня Фатеево, 3П"
83537,"Московская область, Раменский городской округ, деревня Петровское, Центральная улица, 80"
83540,"Московская область, Сергиев Посад, Бероунская улица, 1"
83549,"Московская область, городской округ Пушкинский, дачный посёлок Черкизово, Вокзальная улица, 52"
83550,"Московская область, Наро-Фоминск, Кубинское шоссе, с5"
83551,"Московская область, Пушкино, Московский проспект, 26"
83560,"Московская область, Солнечногорск, Железнодорожная улица, 4"
83561,"Московская область, Долгопрудный, Московское шоссе, 6А"
83566,"Московская область, Люберцы, Коммунистическая улица"
83593,"Московская область, Лосино-Петровский, улица Строителей, 8"
83599,"Московская область, Химки, Нагорное шоссе, 2, корп. 7"
83606,"Московская область, Клин, Ленинградское шоссе, 10"
83621,"Московская область, Ленинский городской округ, Видное, проспект Ленинского Комсомола, 17, корп. 2"
83622,"Московская область, Раменский городской округ, Горьковско-Егорьевское шоссе, 30-й километр"
83639,"Московская область, городской округ Егорьевск, деревня Кудиновская"
83643,"Московская область, Богородский городской округ, Ногинск"
83647,"Московская область, Одинцово, Вокзальная улица, 39Б"
83668,"Московская область, Балашиха, улица Некрасова, 1А"
83680,"Московская область, Лобня, улица Ленина, 23, корп. 10"
83704,"Московская область, Королёв, улица Ленина, 10/6"
83710,"Московская область, Реутов, улица Октября, 20"
83717,"Московская область, Коломна, Окский проспект, 27"
83735,"Московская область, Домодедово, микрорайон Авиационный, Лунная улица, 22"
83744,"Московская область, Черноголовка, Солнечная улица, 4"
83761,"Московская область, Наро-Фоминский городской округ, деревня Мартемьяново, 194"
83763,"Московская область, Раменское, Молодёжная улица, 8"
83773,"Московская область, городской округ Щёлково, рабочий посёлок Фряново, площадь Ленина, 2"
83815,"Московская область, Щёлково, Комсомольская улица, 5Б"
83818,"Московская область, Ленинский городской округ, деревня Апаринки, вл14"
83819,"Московская область, Балашиха, улица Свердлова, 52"
83822,"Московская область, Пушкино, Лесная улица, 16А"
83824,"Московская область, Рузский городской округ, рабочий посёлок Тучково, Заводская улица, 7, стр. 496"
83839,"Московская область, Расторгуевское шоссе, 8/22"
83844,"Московская область, Пушкино, Пушкинское шоссе, 6А"
83846,"Московская область, городской округ Пушкинский, рабочий посёлок Правдинский, улица Ленина, 19В"
83851,"Московская область, Коломна, Вокзальная улица, 3А"
83865,"Московская область, Истра, улица Ленина, 17"
83877,"Московская область, Балашиха, Реутовская улица, 26"
83886,"Московская область, городской округ Красногорск, деревня Глухово, улица Рублёвское Предместье, 10, корп. 2"
83889,"Московская область, Орехово-Зуевский городской округ, деревня Демихово, Новая улица, 16А"
83895,"Московская область, Люберцы, Октябрьский проспект, 18, корп. 1"
83899,"Московская область, Орехово-Зуево, улица Гагарина, 37"
83903,"Московская область, Домодедово, Каширское шоссе, 112"
83920,"Московская область, Егорьевск, Русанцевская улица, 49А"
83924,"Московская область, городской округ Мытищи, деревня Ульянково"
83931,"Московская область, Химки, Совхозная улица, 9"
83935,"Московская область, городской округ Клин, садовое товарищество Росинка"
83936,"Московская область, Дмитровский городской округ, село Синьково, 39"
83942,"Московская область, Сергиево-Посадский городской округ, М-8 Холмогоры, 80-й километр, 38"
84007,"Московская область, Мытищи, улица Комарова, 4"
84019,"Московская область, Орехово-Зуевский городской округ, Куровское, Вокзальная улица, 2"
84022,"Московская область, Сергиев Посад, Фестивальная улица, 23"
84026,"Московская область, городской округ Красногорск, посёлок Светлые Горы"
84041,"Московская область, Егорьевск, 2-й микрорайон, 15"
84043,"Московская область, Волоколамский городской округ, деревня Становище, 35"
84045,"Московская область, городской округ Балашиха, Салтыковский лесопарк"
84055,"Московская область, Щёлково, Московская улица, 13"
84120,"Московская область, Истра, Московская улица, вл1"
84122,"Московская область, городской округ Пушкинский, Ивантеевка, улица Толмачёва, 112А"
84124,"Московская область, Химки, Юбилейный проспект, 66Б"
84136,"Московская область, Дмитровский городской округ, село Ильинское, 80"
84139,"Московская область, Одинцово, улица Чикина, 8Б"
84173,"Московская область, городской округ Подольск, посёлок Сельхозтехника, Домодедовское шоссе, 1В"
84183,"Московская область, Орехово-Зуевский городской округ, Ликино-Дулёво, Октябрьская улица, 8А"
84202,"Московская область, Фрязино, проспект Мира, 20В"
84204,"Московская область, Протвино, Северный проезд, 9"
84206,"Московская область, Сергиев Посад, Овражный переулок, 5"
84209,"Московская область, городской округ Истра, Дедовск, 1-я Главная улица, 1"
84214,"Московская область, Балашиха, микрорайон Железнодорожный, улица Маяковского, 18"
84250,"Московская область, Химки, микрорайон Сходня, Железнодорожная улица, 4А"
84263,"Московская область, Дмитровский городской округ, коттеджный посёлок Игнатово, 402, стр. 1"
84267,"Московская область, городской округ Истра, село Онуфриево, Молодёжная улица, 18"
84291,"Московская область, городской округ Солнечногорск, деревня Голиково, 55"
84296,"Московская область, городской округ Пушкинский, рабочий посёлок Правдинский, улица Льва Толстого, 2"
84298,"Московская область, Балашиха, микрорайон Салтыковка, Разинское шоссе, 1А"
84304,"Московская область, Орехово-Зуевский городской округ, Куровское, Советская улица, 105, стр. 3"
84306,"Московская область, Можайск, Коммунистическая улица, 3"
84316,"Московская область, Дмитровский городской округ, деревня Телешово, 99"
84327,"Московская область, Волоколамск, Революционная улица, 7А"
84328,"Московская область, Богородский городской округ, Старая Купавна, Дорожная улица, 3А"
84350,"Московская область, Долгопрудный, Транспортный проезд, 9"
84360,"Московская область, Сергиев Посад, Ярославское шоссе, 23А"
84366,"Московская область, Балашиха, микрорайон Янтарный, Кольцевая улица, 8"
84385,"Московская область, Химки, улица Репина, 6, стр. 6"
84415,"Московская область, Богородский городской округ, Ногинск, 2-я Глуховская улица, 8, стр. 1"
84427,"Московская область, городской округ Клин, Высоковск, улица Ленина, 40"
84441,"Московская область, Волоколамск, Школьная улица, 9А"
84461,"Московская область, городской округ Красногорск, село Петрово-Дальнее, улица Мечникова, 12"
84476,"Московская область, городской округ Шатура, Рошаль, улица Октябрьской Революции, 34"
84482,"Московская область, Истра, улица Шнырёва"
84483,"Московская область, городской округ Чехов, посёлок Васькино"
84484,"Московская область, Одинцовский городской округ, рабочий посёлок Большие Вязёмы, посёлок Школьный, 12А"
84485,"Московская область, городской округ Красногорск, Пятницкое шоссе, 7-й километр, 4"
84513,"Московская область, Богородский городской округ, Ногинск, улица Климова, 37А"
84526,"Московская область, Одинцово, улица Чикина, 8А"
84530,"Московская область, Солнечногорск, Вертлинская улица, 78"
84556,"Московская область, Дмитровский городской округ, деревня Новлянки, 46"
84568,"Московская область, городской округ Домодедово, деревня Семивраги, улица Новые Семивраги, 2"
84575,"Московская область, Одинцовский городской округ, село Немчиновка, Советский проспект, 23Б"
84576,"Московская область, городской округ Домодедово, село Домодедово, улица Творчества, 5"
84591,"Московская область, Егорьевск, улица Парижской Коммуны, 1Б, корп. 3"
84592,"Московская область, городской округ Ступино, деревня Сидорово, Дорожная улица, вл2А"
84612,"Московская область, городской округ Солнечногорск, деревня Лопотово, микрорайон Лопотово Парк, Кленовая улица, 4"
84614,"Московская область, городской округ Солнечногорск, деревня Чёрная Грязь, Сходненская улица, с1кД"
84624,"Московская область, Богородский городской округ, деревня Починки, Советская улица, 24А"
84648,"Московская область, Дзержинский, сквер 70 лет Победы"
84652,"Московская область, городской округ Солнечногорск, деревня Чашниково, 1Б"
84680,"Московская область, Химки, Ленинский проспект, 2Ас1"
84685,"Московская область, Раменский городской округ, село Сельцо, Заречная улица, 92"
84690,"Московская область, Солнечногорск, Советская улица, 8/1"
84694,"Московская область, городской округ Пушкинский, Ивантеевка, Фабричный проезд, 1"
84699,"Московская область, городской округ Красногорск, посёлок Отрадное, Пятницкая улица, 19"
84711,"Московская область, Сергиево-Посадский городской округ, село Шеметово, микрорайон Новый, 29А"
84716,"Московская область, Ступино, улица Чайковского, 1"
84718,"Московская область, Раменский городской округ, дачный посёлок Кратово, улица Карла Маркса, 1"
84743,"Московская область, городской округ Солнечногорск, рабочий посёлок Ржавки, территория Промышленная зона, 4"
84750,"Московская область, городской округ Красногорск, деревня Нефедьево, Артековская улица, 2, стр. 2"
84755,"Московская область, Подольск, улица Свердлова, 36В"
84756,"Московская область, Талдомский городской округ, Талдом, Советская улица, 47"
84768,"Московская область, Расторгуевское шоссе, 5"
84798,"Московская область, Красногорск, Южный бульвар, 4"
84808,"Московская область, Краснознаменск, улица Победы, 26, стр. 4"
84811,"Московская область, Дмитровский городской округ, деревня Рыбаки, коттеджный посёлок Заповедное Озеро, Центральный проезд, 2"
84820,"Московская область, Дзержинский, площадь Дмитрия Донского, 1А"
84822,"Московская область, Балашиха, Леоновское шоссе"
84844,"Московская область, Раменский городской округ, товарищество собственников недвижимости Сосновый бор, 15"
84858,"Московская область, Раменский городской округ, деревня Островцы, Подмосковная улица, 5, корп. 2"
84859,"Московская область, городской округ Красногорск, деревня Путилково, Путилковское шоссе, 112"
84861,"Московская область, Волоколамский городской округ, село Теряево, Теряевская улица, 92А"
84868,"Московская область, Пушкино, улица Маяковского"
84875,"Московская область, городской округ Химки, деревня Подолино, Смоленская улица, 28"
84881,"Московская область, Люберцы, Песочная улица, 37"
84882,"Московская область, городской округ Солнечногорск, деревня Голубое, 3А"
84888,"Московская область, городской округ Воскресенск, посёлок Виноградово, Коммунистическая улица, 28"
84905,"Московская область, Воскресенск"
84906,"Московская область, городской округ Истра, деревня Падиково, Конная улица, 15А"
84907,"Московская область, городской округ Щёлково, рабочий посёлок Фряново, микрорайон Аксёновское Поле, Молодёжная улица, 8"
84940,"Московская область, Подольск, Быковская улица, 11"
84951,"Московская область, Подольск, микрорайон Кузнечики, улица Генерала Смирнова, 1, корп. 1"
84973,"Московская область, городской округ Пушкинский, Ивантеевка, Школьная улица, 18"
84987,"Московская область, Дмитровский городской округ, деревня Горки, селеевский сельский совет"
85005,"Московская область, городской округ Красногорск, деревня Путилково, Путилковское шоссе, 16А"
85008,"Московская область, Лобня, улица Юности, 15"
85014,"Московская область, городской округ Коломна, Озёры, микрорайон имени Маршала Катукова, 13А"
85017,"Московская область, Одинцово, Южная улица, с1"
85018,"Московская область, городской округ Лыткарино, Волкушинский карьер"
85024,"Московская область, Дмитров, Ковригинское шоссе, 11В"
85026,"Московская область, Солнечногорск, улица Тельнова, 1/5А"
85028,"Московская область, Подольск, проспект Юных Ленинцев, 70"
85036,"Московская область, городской округ Мытищи, посёлок Лётчик-Испытатель"
85052,"Московская область, Королёв, улица Гагарина, 12/14"
85058,"Московская область, городской округ Кашира, деревня Пятница, Центральная улица, 4"
85059,"Московская область, Раменский городской округ, село Быково, Шоссейная улица, 297"
85088,"Московская область, городской округ Электросталь, посёлок Всеволодово, 88"
85091,"Московская область, городской округ Люберцы, рабочий посёлок Томилино, улица Гаршина, 11, стр. 1"
85114,"Московская область, Лосино-Петровский, Петровский бульвар, 6А"
85116,"Московская область, Солнечногорск, Красная улица, 157"
85131,"Московская область, Дмитров, Профессиональная улица, 6, стр. 1"
85138,"Московская область, Пушкино, улица 50 лет Комсомола, 45"
85152,"Московская область, городской округ Люберцы, рабочий посёлок Малаховка, Шоссейная улица, 44"
85160,"Московская область, Ленинский городской округ, Видное, Завидная улица, 8"
85163,"Московская область, городской округ Красногорск, посёлок Архангельское, территория Музей-усадьба Архангельское, 9"
85165,"Московская область, Протвино"
85168,"Московская область, Дмитровский городской округ, деревня Горки Сухаревские, 1"
85180,"Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина"
85189,"Московская область, городской округ Истра, деревня Садки, 1"
85192,"Московская область, Орехово-Зуево, улица Якова Флиера, 2/2"
85210,"Московская область, Рузский городской округ, посёлок Брикет, Весенняя улица, 1"
85216,"Московская область, Балашиха, квартал Изумрудный"
85218,"Московская область, Химки, Юбилейный проспект, 1, корп. 1"
85221,"Московская область, Люберцы, 116-й квартал, к14А"
85223,"Московская область, Серпухов, Северное шоссе, 5Б"
85229,"Московская область, Коломна, улица Астахова, 11"
85233,"Московская область, Дмитров, Внуковская улица, 4А"
85240,"Московская область, Ленинский городской округ, Видное, улица имени Героя Советского Союза Виктора Никитовича Фокина, 6"
85283,"Московская область, Королёв, Северная улица, 4, стр. 1"
85285,"Московская область, Ленинский городской округ, деревня Мисайлово, Пригородное шоссе, 30"
85288,"Московская область, городской округ Серпухов, деревня Бутурлино, 33"
85292,"Московская область, Одинцовский городской округ, рабочий посёлок Новоивановское, улица Агрохимиков, 9А"
85311,"Московская область, Лобня, Светлая улица, 1А"
85318,"Московская область, Чехов, улица Гагарина, 1"
85319,"Московская область, городской округ Мытищи, территориальное управление Федоскино"
85332,"Московская область, Сергиев Посад, Свято-Троицкая Сергиева лавра, вл1к1"
85334,"Московская область, Богородский городской округ, деревня Тимохово, Совхозная улица, 14/1"
85359,"Московская область, Одинцовский городской округ, территориальное управление Жаворонковское"
85367,"Московская область, Пушкино, улица Просвещения, 10, корп. 3"
85380,"Московская область, Электросталь, улица Захарченко, 12"
85384,"Московская область, Балашиха, микрорайон Кучино, Центральная улица, 98"
85388,"Московская область, Котельники, Коммерческий проезд, 6"
85391,"Московская область, Красногорск, Центральная улица, 3А, стр. 2"
85427,"Московская область, Мытищи, 3-й Комсомольский переулок"
85435,"Московская область, Домодедово, микрорайон Белые Столбы, улица Шебанцево, 2Б"
85436,"Московская область, Химки, микрорайон Новогорск, Соколовская улица, 2А"
85446,"Московская область, Чехов, Московская улица, 44"
85449,"Московская область, Красногорск, Спасская улица, 2А"
85463,"Московская область, Можайский городской округ, дачное некоммерческое партнёрство Радужный, 1"
85474,"Московская область, Котельники, Угрешский проезд, 3А"
85480,"Московская область, Реутов, улица Победы, 15к1"
85488,"Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Новая улица, 2"
85499,"Московская область, Наро-Фоминский городской округ, деревня Алабино, 73"
