,adress
95846,"Москва, Садовая-Кудринская улица, 19с2"
95856,"Москва, Донецкая улица, 30, корп. 2"
95864,"Москва, 1-й Новокузнецкий переулок, 10А"
95882,"Москва, поселение Сосенское, проспект Куприна, 32, корп. 1"
95893,"Москва, Бартеневская улица, 19"
95897,"Москва, улица Можайский Вал, 8"
95906,"Москва, улица Недорубова, 21"
95911,"Москва, 4-й Верхний Михайловский проезд, 1"
95916,"Москва, улица Винокурова, 6"
95922,"Москва, проспект Защитников Москвы, 8"
95926,"Москва, Столярный переулок, 2"
95946,"Москва, Гороховский переулок, 7"
95967,"Москва, улица Лефортовский Вал, 24"
95973,"Москва, Гагаринский переулок, 5, стр. 1"
95975,"Москва, поселение Филимонковское, посёлок Марьино, Светлый бульвар, 16А"
95977,"Москва, Мясницкая улица, 10, стр. 1"
95990,"Москва, улица Шаболовка, 34, стр. 6"
96004,"Москва, Ярославская улица, 17"
96007,"Москва, Юго-Восточный административный округ, район Выхино-Жулебино, 4-й микрорайон Жулебина"
96015,"Москва, Братеевская улица, 21к5"
96029,"Москва, Большой Сухаревский переулок, 2/24"
96032,"Москва, улица Поляны, вл3Ас1"
96033,"Москва, Измайловский проезд, 10, корп. 2"
96035,"Москва, улица Кашёнкин Луг, 6, корп. 3"
96040,"Москва, Даев переулок, 14"
96050,"Москва, Подколокольный переулок, 16/2с2"
96052,"Москва, поселение Московский, Родниковая улица, 9А, корп. 4"
96055,"Москва, Кантемировская улица, 29"
96069,"Москва, Каширское шоссе, 26, корп. 1"
96077,"Москва, Зеленоградская улица, 27к2"
96086,"Москва, улица Богородский Вал, 6, корп. 2"
96107,"Москва, Северо-Восточный административный округ, Останкинский район, жилой комплекс Грин Парк, 1"
96114,"Москва, улица Хлобыстова, 3к2"
96137,"Москва, улица Большая Полянка, 15"
96140,"Москва, Волоколамское шоссе, 52, корп. 1, стр. 1"
96187,"Москва, улица Генерала Кузнецова, 17"
96188,"Москва, Комсомольский проспект, 34"
96193,"Москва, Якиманский переулок, 6"
96195,"Москва, Самокатная улица, 4, стр. 34"
96207,"Москва, Нежинская улица, 1, корп. 2"
96208,"Москва, Большой Трёхсвятительский переулок, 2/1с5"
96214,"Москва, Западный административный округ, район Очаково-Матвеевское"
96221,"Москва, Комсомольский проспект, 38/16"
96224,"Москва, улица Газопровод, 2А"
96226,"Москва, Тверской бульвар, 9"
96259,"Москва, улица Молокова, 25-27с3"
96297,"Москва, Зеленодольская улица, 2/40"
96300,"Москва, Никулинская улица, 31"
96314,"Москва, Автомобильный проезд, 9, стр. 2"
96321,"Москва, Амурская улица, 1А, корп. 3"
96325,"Москва, Ангелов переулок, 11"
96327,"Москва, Ленинский проспект, 71"
96333,"Москва, Саратовская улица, 1к1"
96360,"Москва, Малый Харитоньевский переулок, 9/13с9"
96367,"Москва, Люблинская улица, 21, корп. 1"
96372,"Москва, Шоссейная улица, 33"
96376,"Москва, улица Корнейчука, 37Б"
96382,"Москва, Бауманская улица, 9"
96397,"Москва, Сосновая улица, 11с2"
96400,"Москва, Большая Косинская улица, 18Г, стр. 10"
96404,"Москва, улица Вертолётчиков, 2А, корп. 2"
96410,"Москва, Бобруйская улица"
96412,"Москва, улица Свободы, 89с4"
96413,"Москва, Люсиновская улица, 72"
96414,"Москва, Перовская улица, 8к1"
96416,"Москва, Россошанская улица, 2с1"
96417,"Москва, Хорошёвское шоссе, 9"
96425,"Москва, улица Большие Каменщики, 15"
96427,"Москва, Северо-Восточная хорда"
96436,"Москва, 15-я Парковая улица, 44, корп. 1"
96441,"Москва, Большая Оленья улица, 20"
96452,"Москва, Дмитровское шоссе, вл163"
96457,"Москва, проспект 60-летия Октября, 3, корп. 4"
96463,"Москва, Ленинский проспект, 88"
96478,"Москва, поселение Краснопахорское, 171-й квартал, вл18"
96503,"Москва, Ясеневая улица, 42к1"
96505,"Москва, бульвар Яна Райниса, 22, корп. 1"
96511,"Москва, улица Стромынка, 6"
96524,"Москва, Верхнелихоборская улица, 8"
96533,"Москва, Таганский детский парк"
96539,"Москва, Пятницкая улица, 6/1с3"
96546,"Москва, Конюшковская улица, 30, стр. 3"
96552,"Москва, улица Недорубова, 20к1"
96561,"Москва, Гончарная набережная, 3с5"
96566,"Москва, 4-й Стрелецкий проезд, 4"
96578,"Москва, Чертановская улица, 20, стр. 3"
96585,"Москва, Краснодарская улица, 32"
96608,"Москва, Мантулинская улица, 5, стр. 8"
96613,"Москва, Вагоноремонтная улица, 27"
96625,"Москва, улица Удальцова, 52"
96649,"Москва, Поречная улица, 5/14"
96659,"Москва, улица Сущёвский Вал, 5, стр. 21"
96660,"Москва, Строгинский бульвар, 17к2"
96674,"Москва, Нагатинская набережная, 56А"
96687,"Москва, улица Верхние Поля, 25"
96706,"Москва, поселение Сосенское, улица Сервантеса, 3, корп. 2"
96716,"Москва, улица МЖД Киевское 5-й км, 1, стр. 1"
96755,"Москва, Большая Марфинская улица, 4А"
96756,"Москва, Муравская улица, 42, корп. 1"
96765,"Москва, Ореховый бульвар, 26"
96767,"Москва, улица Большая Полянка, 61с1"
96775,"Москва, Сущёвская улица, 19, стр. 5"
96779,"Москва, 1-я Дубровская улица, 1, корп. 3"
96784,"Москва, поселение Московский, Саларьевская улица, 16, корп. 5"
96790,"Москва, Лобненская улица, 13, корп. 2"
96794,"Москва, Новокосинская улица, 18"
96815,"Москва, улица Каховка, 6"
96818,"Москва, Пулковская улица, 2"
96829,"Москва, поселение Десеновское, Нововатутинский проспект, 12"
96835,"Москва, проезд Шокальского, 8, стр. 1"
96852,"Москва, Варшавское шоссе, 1а"
96853,"Москва, Московский, Солнечная улица, 3Ас1"
96854,"Москва, Шипиловская улица, 48, корп. 2А"
96857,"Москва, улица Генерала Белобородова, 37"
96879,"Москва, 4-я Магистральная улица, 5"
96886,"Москва, Кожевническая улица, 10, стр. 1"
96897,"Москва, 1-й Коптельский переулок, 26с1"
96898,"Москва, Московский, улица Бианки, 3"
96901,"Москва, 2-я Хуторская улица, 19, корп. 1"
96915,"Москва, 9-я Парковая улица, 59, корп. 3"
96916,"Москва, Новоалексеевская улица, 20А"
96920,"Москва, Мосфильмовская улица, 17Б"
96927,"Москва, 2-й Южнопортовый проезд, 15, стр. 2"
96936,"Москва, парк Сад будущего"
96939,"Москва, поселение Московский, деревня Картмазово, уч1"
96940,"Москва, МКАД, 55-й километр, с28"
96943,"Москва, Новокузнецкая улица, 39"
96950,"Москва, Братиславская улица, 16к2"
96966,"Москва, Юго-Западный административный округ, Вокзальная площадь, 2, стр. 2"
96967,"Москва, Краснодарская улица, 57к3"
96968,"Москва, проспект Мира, 41с2"
96970,"Москва, поселение Рязановское, улица Логинова, 7, корп. 1"
96977,"Москва, Шенкурский проезд, 11"
96986,"Москва, Крылатская улица, 14"
96988,"Москва, Главная аллея, 4"
96990,"Москва, Тихорецкий бульвар, 1, стр. 6"
96999,"Москва, Житная улица, 10"
97001,"Москва, Троицк, Промышленная улица, 2Б"
97003,"Москва, Ленинский проспект, 41/2"
97017,"Москва, проспект Андропова, 30"
97022,"Москва, Большая Татарская улица, 7, корп. 2"
97028,"Москва, улица Миклухо-Маклая, 11Б"
97029,"Москва, улица Эльдара Рязанова, 2"
97034,"Москва, Новокосинская улица, 10, корп. 1"
97036,"Москва, Смоленская улица, 3"
97039,"Москва, Большая Татарская улица, 28с2"
97041,"Москва, Москворецкая набережная, 7, стр. 2"
97075,"Москва, Белореченская улица, 33, стр. 1"
97077,"Москва, 9-я Северная линия, 3А"
97086,"Москва, Мясницкая улица, 46, стр. 1"
97090,"Москва, Пушечная улица, 7/5с4А"
97119,"Москва, улица Недорубова, 12"
97126,"Москва, улица Гастелло, 39"
97127,"Москва, Чертановская улица, 23А"
97134,"Москва, Дмитровское шоссе, 73Б"
97137,"Москва, Новинский бульвар, 14"
97139,"Москва, Ольховская улица, 4к2"
97146,"Москва, Щербаковская улица, 44А"
97154,"Москва, улица Петровка, 23/10с5"
97163,"Москва, Новокуркинское шоссе, 20"
97180,"Москва, 2-й Хорошёвский проезд, 7с1"
97192,"Москва, Лихоборская набережная, 14"
97217,"Москва, Варшавское шоссе, 170Б"
97222,"Москва, бульвар Академика Ландау, 5, корп. 1"
97225,"Москва, проезд Завода Серп и Молот, 5, стр. 1А"
97234,"Москва, поселение Краснопахорское, Калужское шоссе, 42-й километр, 6"
97235,"Москва, Дубнинская улица, 81А"
97240,"Москва, Ленинградское шоссе, 38, корп. 2"
97244,"Москва, 5-я Кожуховская улица, 19с3"
97245,"Москва, Трёхпрудный переулок, 3/16"
97253,"Москва, Ореховый бульвар, 26А"
97257,"Москва, Дашков переулок, 5"
97273,"Москва, 2-й Вязовский проезд, 22, стр. 1"
97277,"Москва, улица Черняховского, 15к1"
97282,"Москва, улица Мусы Джалиля, 7, корп. 1"
97287,"Москва, поселение Марушкинское, деревня Марушкино, садоводческое некоммерческое товарищество Толстопальцево-4, 261"
97290,"Москва, 5-я Кожуховская улица, 4"
97297,"Москва, улица Ляпидевского, 8, корп. 1"
97301,"Москва, 1-я Тверская-Ямская улица, 36, стр. 2"
97310,"Москва, Семёновская площадь, 1А"
97313,"Москва, Ермолаевский переулок, 11"
97315,"Москва, Тарутинская улица, 4, корп. 1"
97318,"Москва, Трёхпрудный переулок, 11/13с1"
97329,"Москва, Псковская улица, 2Б"
97356,"Москва, улица Перерва, 52"
97357,"Москва, улица Проходчиков, 4, стр. 2"
97363,"Москва, Бартеневская улица"
97365,"Москва, улица Бестужевых, 12"
97382,"Москва, улица Хлобыстова, 8, корп. 2"
97387,"Москва, поселение Московский, Киевское шоссе, 22-й километр, вл4блокГ"
97398,"Москва, проезд Одоевского, 7, корп. 7"
97413,"Москва, Молодёжная улица, 6"
97423,"Москва, поселение Десеновское, 2-я Нововатутинская улица, 5"
97426,"Москва, ул. Расплетина / ул. Ротмистрова"
97427,"Москва, Большая Юшуньская улица, 1А, корп. 4"
97442,"Москва, МКАД, 8-й километр, 3, корп. 2"
97450,"Москва, 8-я улица Текстильщиков, 19"
97478,"Москва, Ярославское шоссе, вл3с1"
97489,"Москва, 3-я Хорошёвская улица, 27А"
97493,"Москва, проспект Вернадского, 97, корп. 1"
97498,"Москва, Большая Грузинская улица, 17, стр. 1"
97501,"Москва, Большой Гнездниковский переулок, 7"
97502,"Москва, улица Нижние Поля, 29, стр. 16"
97503,"Москва, Белореченская улица, 35/68"
97508,"Москва, Корабельная улица, 11, корп. 2"
97511,"Москва, Кремлёвская набережная"
97513,"Москва, Измайловский бульвар, 31"
97515,"Москва, 3-й Новомихалковский проезд, 9"
97517,"Москва, улица Земляной Вал, 50А, стр. 6"
97523,"Москва, Ткацкая улица, 12"
97532,"Москва, Электролитный проезд, 1, корп. 3"
97535,"Москва, Нагорный проезд, 12к3с8"
97546,"Москва, улица Барклая, 15, корп. 1"
97550,"Москва, Варшавское шоссе, 33, стр. 4"
97558,"Москва, Харьковская улица, 2"
97568,"Москва, поселение Роговское, деревня Бунчиха, 7"
97569,"Москва, Большой Козихинский переулок, 14с2"
97571,"Москва, улица Сретенка"
97592,"Москва, Истринская улица, 10, корп. 2"
97609,"Москва, Комсомольская площадь, 1Ас20"
97614,"Москва, Щербинка, Симферопольское шоссе, 11"
97618,"Москва, Электродная улица, 14, стр. 2"
97641,"Москва, Лаврушинский переулок, 17, стр. 4"
97643,"Москва, Люблинская улица, 76Авл1"
97656,"Москва, Окружной проезд, 9, стр. 2"
97671,"Москва, поселение Внуковское, улица Бориса Пастернака, 43"
97676,"Москва, Измайловское шоссе, 13"
97686,"Москва, Дубравная улица, 51"
97687,"Москва, Нижняя Красносельская улица, 28"
97689,"Москва, 14-я Парковая улица, 8"
97690,"Москва, Коровинское шоссе, 7, корп. 3"
97700,"Москва, Осенний бульвар, 8, корп. 1"
97702,"Москва, Мельницкий переулок, 1"
97734,"Москва, Открытое шоссе, 17, корп. 4"
97735,"Москва, поселение Сосенское, улица Малое Понизовье, 3"
97744,"Москва, Угличская улица"
97745,"Москва, Огородный проезд, 9, стр. 18"
97759,"Москва, Шмитовский проезд, 2"
97768,"Москва, Тверской бульвар, 24с1"
97773,"Москва, Ижорская улица, 6к2"
97783,"Москва, посёлок Коммунарка, улица Липовый Парк, 7"
97789,"Москва, Рязанский проспект, 75Б, стр. 2"
97808,"Москва, Рождественская улица, 39"
97809,"Москва, Ленинский проспект, 45с1"
97819,"Москва, Рождественская улица, 18"
97822,"Москва, улица Каховка, 19, стр. 1"
97827,"Москва, улица Героев Панфиловцев, 4"
97838,"Москва, Проектируемый проезд № 460"
97841,"Москва, Люсиновская улица, 9"
97843,"Москва, Волоколамское шоссе, 79А"
97850,"Москва, Люблинская улица, 61"
97851,"Москва, поселение Сосенское, деревня Сосенки, Сосновая улица, 1/2"
97854,"Москва, Варшавское шоссе, 141к13"
97857,"Москва, улица Грина, 1к8"
97861,"Москва, МКАД, 41-й километр, 4, стр. 19"
97869,"Москва, улица Красная Пресня, 4"
97875,"Москва, Малая Семёновская улица, 9, стр. 5"
97883,"Москва, Малая Грузинская улица, 38"
97885,"Москва, Перовская улица, 23"
97904,"Москва, Волгоградский проспект, 46/15к3А"
97906,"Москва, Салтыковская улица, 49А"
97912,"Москва, Делегатская улица, 9, стр. 1"
97914,"Москва, Донская улица, 28"
97917,"Москва, улица Лобачевского, 45"
97938,"Москва, Большой Сухаревский переулок, 25, стр. 1"
97942,"Москва, улица Лазо, 7с6"
97956,"Москва, Корабельная улица, 3А"
97959,"Москва, Софийская набережная, 32, стр. 13"
97961,"Москва, Складочная улица, 1Д, стр. 2"
97969,"Москва, улица Маршала Василевского"
97971,"Москва, Средний Кисловский переулок, 4"
97975,"Москва, Селезнёвская улица, 13с2"
98003,"Москва, поселение Сосенское, проспект Куприна, 24, корп. 1"
98006,"Москва, Кузнечный тупик"
98009,"Москва, поселение Десеновское, Армейская улица, 5, стр. 6"
98026,"Москва, Чертановская улица, 58, корп. 1"
98028,"Москва, поселение Московский, деревня Саларьево, 1-я Новая улица, 2Б"
98029,"Москва, Молодогвардейская улица, 63-65"
98035,"Москва, улица Михайлова, 8"
98039,"Москва, улица Гримау, 9к2"
98060,"Москва, Козловский лес"
98078,"Москва, посёлок Коммунарка, улица Александры Монаховой, 5, корп. 2"
98080,"Москва, поселение Десеновское, 3-я Нововатутинская улица, 6, стр. 1"
98087,"Москва, улица Берзарина, 28А, корп. 1"
98093,"Москва, 3-я улица Ямского Поля, 2, корп. 3"
98095,"Москва, поселение Сосенское, Прокшинский проспект, 9"
98100,"Москва, Багратионовский проезд, 5, корп. 1"
98107,"Москва, Каширский проезд, 8А, стр. 2"
98118,"Москва, переулок Сивцев Вражек, 42, стр. 5"
98129,"Москва, Пятницкое шоссе, 47"
98143,"Москва, Коровинское шоссе, 11, корп. 3"
98148,"Москва, поселение Внуковское, улица Лётчика Грицевца, 3с2"
98149,"Москва, Большой Кисельный переулок, 16/13"
98166,"Москва, Совхозная улица, 47"
98172,"Москва, 1-й Стрелецкий проезд, 14"
98174,"Москва, Коктебельская улица, 4Г"
98181,"Москва, Новокосинская улица, 15, корп. 7"
98184,"Москва, Изумрудная улица, 24"
98188,"Москва, проезд Русанова, 17"
98199,"Москва, улица Красина, 7с1"
98210,"Москва, Сеславинская улица, 16, корп. 2"
98234,"Москва, улица Фадеева, 4Ас1"
98284,"Москва, Ярославское шоссе, 120к5"
98298,"Москва, Ленинградский проспект, 80к4А"
98300,"Москва, Ленинградский проспект, 40с5"
98307,"Москва, Большой Черкасский переулок, 15/17"
98318,"Москва, Зеленоград, к706"
98331,"Москва, Шелепихинская набережная, 34, корп. 2"
98349,"Москва, Зеленоград, к1608"
98352,"Москва, район Капотня, 2-й квартал, 33, стр. 2"
98384,"Москва, Ломоносовский проспект, 2/62"
98388,"Москва, Зюзинская улица, 6к2с2"
98392,"Москва, улица Зорге, 19"
98396,"Москва, Потаповский переулок, 8/12с5"
98400,"Москва, улица Подольских Курсантов, 10"
98401,"Москва, Полярная улица, 54, корп. 1"
98403,"Москва, 1-й Николощеповский переулок, 20/4"
98415,"Москва, Ильменский проезд, 17, корп. 1"
98419,"Москва, улица Покровка, 25"
98422,"Москва, улица 800-летия Москвы, 22к2"
98441,"Москва, Большая Грузинская улица, 20"
98461,"Москва, 1-й Зборовский переулок, 11"
98465,"Москва, улица Усачёва, 29к1"
98470,"Москва, Юрловский проезд, 14к2"
98485,"Москва, улица Гурьянова, 13"
98492,"Москва, Дубнинская улица, 2, корп. 6"
98502,"Москва, Воробьёвское шоссе, 6А"
98503,"Москва, Полярный проезд, 18"
98505,"Москва, Новочерёмушкинская улица, 53А"
98510,"Москва, улица Поляны, вл2с2"
98514,"Москва, Тагильская улица, 6, стр. 1"
98539,"Москва, улица Народного Ополчения, 38, корп. 3"
98546,"Москва, улица Намёткина, 14, корп. 2"
98547,"Москва, улица Брусилова, 33к1"
98550,"Москва, Новогиреевская улица, 16к1"
98553,"Москва, Новгородская улица, 5к1"
98563,"Москва, Одинцовская улица, 1Б"
98565,"Москва, Донецкая улица, 34, корп. 3"
98569,"Москва, Большой Саввинский переулок, 12с10Г"
98580,"Москва, Зеленоград, 1-й микрорайон"
98585,"Москва, Жулебинский лесопарк"
98588,"Москва, 2-я улица Бухвостова, 7, корп. 1"
98592,"Москва, Лётная улица, 99, стр. 1"
98599,"Москва, Малая Сухаревская площадь, 1с1, подъезд 2"
98601,"Москва, улица Касаткина, 3, стр. 3"
98603,"Москва, поселение Михайлово-Ярцевское, деревня Лужки, микрорайон Солнечный город-3, 230"
98622,"Москва, Московский, микрорайон Град Московский, Радужная улица, 19, корп. 3"
98641,"Москва, улица Александра Солженицына, 6"
98649,"Москва, Волгоградский проспект, 32, корп. 7"
98655,"Москва, Краснобогатырская улица, 90, стр. 22"
98657,"Москва, переулок Маяковского, 2"
98662,"Москва, улица Радио, 23/9с2"
98667,"Москва, Луганская улица, 11"
98677,"Москва, Пятницкая улица, 25, стр. 1"
98679,"Москва, улица Михайлова, 39"
98684,"Москва, проезд Русанова, 11"
98686,"Москва, улица Вавилова, 61с11"
98689,"Москва, Плетешковский переулок, 12"
98693,"Москва, Варшавское шоссе, 106"
98714,"Москва, Коровинское шоссе, 21, корп. 1"
98715,"Москва, Южный административный округ, район Орехово-Борисово Северное, Дольская улица, 1, стр. 6"
98723,"Москва, бульвар Яна Райниса, 23"
98731,"Москва, Житная улица, 6-8с7"
98750,"Москва, улица Арбат, 13"
98756,"Москва, поселение Московский, Родниковая улица, 9А, корп. 6"
98757,"Москва, 5-й Монетчиковский переулок, 8/10"
98762,"Москва, улица Двинцев, 12к1С"
98770,"Москва, Большая Черкизовская улица, 16/2"
98800,"Москва, Сухонская улица, 15"
98804,"Москва, улица Земляной Вал, 27, стр. 2, подъезд 6"
98807,"Москва, улица Мичуринский Проспект, Олимпийская Деревня, 2с4"
98848,"Москва, Рязанский проспект, 66"
98853,"Москва, Новопесчаная улица, 23, корп. 5"
98857,"Москва, Русаковская улица, 9"
98864,"Москва, Северодвинская улица, 21"
98876,"Москва, Старокрымская улица, 15, корп. 1"
98883,"Москва, улица Подольских Курсантов, 3, стр. 7А"
98923,"Москва, Ленинский проспект, 11, стр. 1"
98924,"Москва, Новочерёмушкинская улица, 1/14к3"
98929,"Москва, Голубинская улица, 29, корп. 2"
98951,"Москва, поселение Сосенское, улица Малое Понизовье, 2"
98965,"Москва, Берёзовая аллея, 17, корп. 1"
98969,"Москва, Пехотная улица, 3с3"
98970,"Москва, Ильменский проезд, 13, стр. 3"
98978,"Москва, улица Артамонова, 1"
98979,"Москва, улица Академика Варги, 13, стр. 1"
98981,"Москва, Вагоноремонтная улица, вл4А"
98983,"Москва, Можайское шоссе, 165, стр. 24"
98986,"Москва, Авангардная улица, 11"
98989,"Москва, улица Брусилова, 7"
98993,"Москва, 1-й Красносельский переулок, 5"
98996,"Москва, улица Казакова, 8А, стр. 5"
98999,"Москва, Каширское шоссе, 3, корп. 2, стр. 1"
99018,"Москва, Новорязанское шоссе, 19-й километр, с2"
99022,"Москва, 1-я Брестская улица, 66"
99023,"Москва, Зеленодольская улица, 41к1"
99031,"Москва, улица Академика Анохина, 60"
99040,"Москва, поселение Десёновское, 1-я Нововатутинская улица, 1"
99053,"Москва, 2-й Новоподмосковный переулок, 8"
99061,"Москва, Флотская улица, 27"
99066,"Москва, улица Атарбекова, 4"
99067,"Москва, Зубовский проезд, 2, стр. 3"
99075,"Москва, Нижегородская улица, 70, корп. 1"
99077,"Москва, Карачаровское шоссе"
99088,"Москва, Перовское шоссе, 21, стр. 23"
99098,"Москва, Верхняя Красносельская улица, 34"
99101,"Москва, Никитский бульвар, 25"
99105,"Москва, 6-я Радиальная улица, 5к5"
99113,"Москва, улица Черняховского, 16с2"
99114,"Москва, Коровинское шоссе, 3, корп. 2"
99115,"Москва, Лесная улица, 55с1"
99117,"Москва, Днепропетровская улица, 4А"
99127,"Москва, проспект Мира, 188Б, корп. 4"
99129,"Москва, Привольная улица, 2с9"
99130,"Москва, Пятницкая улица, 47с1"
99141,"Москва, 1-й Нагатинский проезд, 4"
99145,"Москва, улица Шумкина, 26А, стр. 5"
99146,"Москва, Аминьевское шоссе, 3А"
99162,"Москва, Перервинский бульвар, 21к1"
99178,"Москва, Воронцовская улица, 8, стр. 1"
99180,"Москва, Клязьминская улица, 2/26"
99191,"Москва, Днепропетровская улица, 4Б"
99197,"Москва, Зеленоград, к418"
99200,"Москва, посёлок Коммунарка, улица Липовый Парк, 5А"
99204,"Москва, Полярная улица, 33, стр. 3"
99213,"Москва, 5-я Кабельная улица, 2, стр. 10"
99219,"Москва, 1-я Останкинская улица, 7А"
99229,"Москва, Дмитровское шоссе, 108Б, стр. 1"
99231,"Москва, Ельнинская улица, 14, корп. 2"
99234,"Москва, Бумажный проезд, 14, стр. 3"
99241,"Москва, Малый Каретный переулок, 11, стр. 1"
99245,"Москва, Багратионовский проезд, 3"
99256,"Москва, 2-я Фрунзенская улица, 11/33"
99258,"Москва, Большая Татарская улица, 35с3"
99272,"Москва, Берёзовая аллея"
99277,"Москва, поселение Внуковское, улица Лётчика Грицевца, 12"
99278,"Москва, Большая Черкизовская улица, 24А, стр. 2"
99281,"Москва, поселение Щаповское, посёлок Щапово, 49А"
99284,"Москва, улица Молодцова, 19, корп. 2"
99300,"Москва, Строгинский бульвар, 26к4"
99302,"Москва, улица Александра Солженицына, 22/2"
99312,"Москва, Большая Почтовая улица, 32, корп. 2"
99322,"Москва, 2-я Тверская-Ямская улица, 38"
99326,"Москва, улица Твардовского, 2, корп. 4"
99331,"Москва, улица Красная Сосна, 16, стр. 2"
99333,"Москва, Старокаширское шоссе, 2, корп. 2, подъезд 1"
99334,"Москва, Кронштадтский бульвар, 9с3"
99336,"Москва, Ясный проезд, 12, корп. 2"
99348,"Москва, Новослободская улица, 14/19с8"
99352,"Москва, переулок Хользунова, 1"
99354,"Москва, улица 1905 года, 14с1"
99383,"Москва, Московский, микрорайон Град Московский, Радужная улица, 14к5с1"
99387,"Москва, улица Черняховского, 5, корп. 2"
99395,"Москва, Товарищеский переулок, 7, стр. 1"
99425,"Москва, Северо-Западный административный округ, район Щукино"
99439,"Москва, Большая Филёвская улица, 37к1"
99440,"Москва, Погонный проезд, 1, корп. 9"
99441,"Москва, проспект Мира, 222Ас1"
99456,"Москва, посёлок Коммунарка, жилой комплекс Бунинские Луга, 1.5.1"
99468,"Москва, улица Перерва, 45"
99471,"Москва, Брянская улица, 32, стр. 9"
99475,"Москва, улица Лётчика Бабушкина, 41"
99476,"Москва, Ключевая улица, 20"
99485,"Москва, улица Макаренко, 9с1"
99492,"Москва, Дорожная улица, 52"
99498,"Москва, Троицк, Троицкий бульвар, 1"
99501,"Москва, улица Кржижановского, 29, корп. 2"
99503,"Москва, Вишнёвая улица, 13, корп. 1, стр. 1"
99508,"Москва, Югорский проезд, 2, стр. 1"
99517,"Москва, улица Короленко, 1А"
99519,"Москва, Никитский бульвар, 8А/3с2"
99530,"Москва, Садовая-Кудринская улица, 32, стр. 1"
99559,"Москва, Ленинский проспект, 8, корп. 10"
99573,"Москва, Енисейская улица, 17к1"
99575,"Москва, Большая Черкизовская улица, 32А"
99592,"Москва, Нижний Сусальный переулок, 5с5А"
99611,"Москва, Ярославская улица, 8к1"
99620,"Москва, Кольская улица, 12"
99623,"Москва, Смоленская улица, 10"
99641,"Москва, улица Расплетина, 1"
99642,"Москва, Башиловская улица, 22"
99667,"Москва, улица Барышиха, 16"
99668,"Москва, Дольская улица, 1, стр. 13"
99674,"Москва, Южнобутовская улица, 81"
99677,"Москва, Каширский проезд, 23, стр. 7"
99688,"Москва, Старослободская улица, 16/17"
99696,"Москва, Духовской переулок, 17, стр. 15"
99702,"Москва, улица Липчанского, 4к2"
99706,"Москва, 5-я Магистральная улица, 15"
99725,"Москва, Домодедовская улица, 12"
99731,"Москва, Флотская улица, 14"
99740,"Москва, Химкинский бульвар, вл7-23"
99752,"Москва, улица Удальцова, 46"
99762,"Москва, Варшавское шоссе, 33, стр. 12"
99768,"Москва, Бескудниковский бульвар, 30, корп. 2"
99772,"Москва, улица Гиляровского, 53"
99811,"Москва, 2-я Владимирская улица, 6к1"
99812,"Москва, Дмитровское шоссе, 169к9"
99814,"Москва, 3-я Фрунзенская улица, 9"
99817,"Москва, Петровский бульвар, 9с1"
99818,"Москва, Ходынский бульвар, 10"
99824,"Москва, Большой Дровяной переулок, 9"
99842,"Москва, улица Буракова, 16"
99851,"Москва, Хоромный тупик, 2/6"
99857,"Москва, Новодмитровская улица, 1с5"
99860,"Москва, поселение Вороновское, посёлок ЛМС, микрорайон Солнечный, 19"
99884,"Москва, Волоколамское шоссе, 114, корп. 1"
99893,"Москва, Летниковская улица, 9"
99901,"Москва, Южнопортовая улица, 9, стр. 10"
99902,"Москва, улица Малая Дмитровка, 21/18"
99903,"Москва, поселение Первомайское, Рушниковская улица, 9"
99905,"Москва, улица Большие Каменщики, 6, стр. 1"
99906,"Москва, улица Гарибальди, 4Г"
99916,"Москва, Северный бульвар, 3, корп. 2"
99917,"Москва, Нижняя Красносельская улица, 35, стр. 7"
99919,"Москва, проспект Мира, 7, стр. 3"
99925,"Москва, Верхняя Первомайская улица, 57"
99926,"Москва, Страстной бульвар, 6, стр. 1"
99932,"Москва, Дмитровский переулок, 9"
99936,"Москва, Ленинградский проспект, 72к4"
99943,"Москва, улица Барышиха, 29"
99945,"Москва, 2-я Хуторская улица, 29, стр. 6"
99948,"Москва, сквер Зои и Александра Космодемьянских"
99952,"Москва, улица Академика Ильюшина, 12"
99966,"Москва, Ленинский проспект, 128, корп. 1"
99982,"Москва, Ярославское шоссе, 59"
99991,"Москва, Воротынская улица, 2, корп. 1"
99998,"Москва, 2-я Карачаровская улица, 1, стр. 2"
100001,"Москва, Варшавское шоссе, 77к1"
100018,"Москва, поселение Марушкинское, деревня Соколово, 35А"
100026,"Москва, Бумажный проезд, 14с2"
100033,"Москва, улица Маршала Катукова, 1"
100036,"Москва, Люблинская улица, 80, корп. 5"
100039,"Москва, Большая Спасская улица, 13, стр. 1"
100046,"Москва, улица Буракова, 6А, стр. 1"
100047,"Москва, проезд Досфлота"
100054,"Москва, улица Кедрова, 13, корп. 2"
100079,"Москва, Лесная улица, 1/2"
100085,"Москва, Вешняковская улица, 16Г"
100112,"Москва, МКАД, 65-й километр, вл2А"
100125,"Москва, Малахитовая улица, 27Б"
100131,"Москва, поселение Московский, деревня Лапшинка, вл8к13"
100137,"Москва, Троицк, Калужское шоссе, 16А, стр. 2"
100161,"Москва, Проектируемый проезд № 1980, 4"
100170,"Москва, Космодамианская набережная, 52с6"
100174,"Москва, улица Академика Королёва, 19"
100181,"Москва, Коровинское шоссе, 1к1"
